Sample	Ctcf_E	Dnase1_E	H3k27ac_E	H3k27me3_E	H3k36me3_E	H3k4me2_E	H3k9ac_E	H4k20me1_E	Rad21_E	Tbp_E	Ctcf_P	Dnase1_P	H3k27ac_P	H3k27me3_P	H3k36me3_P	H3k4me2_P	H3k9ac_P	H4k20me1_P	Rad21_P	Tbp_P	Correlation	Exp	Class
chr13_27490000_27495000-chr13_28000000_28005000	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	-0.317916	1.7653	0
chr13_27625000_27630000-chr13_28060000_28065000	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
chr13_27985000_27990000-chr13_28190000_28195000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.261135	2.34776	0
chr13_28335000_28340000-chr13_27890000_27895000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr13_28385000_28390000-chr13_28190000_28195000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.261135	2.34776	0
chr13_28525000_28530000-chr13_28000000_28005000	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	-0.37643	1.7653	0
chr13_29100000_29105000-chr13_29290000_29295000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.255195	0.034365	0
chr13_29970000_29975000-chr13_30090000_30095000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.177848	0
chr13_30590000_30595000-chr13_30090000_30095000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.177848	0
chr13_31360000_31365000-chr13_31770000_31775000	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.159502	0	0
chr13_31695000_31700000-chr13_31245000_31250000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.490112	0	0
chr13_31725000_31730000-chr13_31315000_31320000	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
chr13_36525000_36530000-chr13_36905000_36910000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0	0
chr13_40890000_40895000-chr13_41360000_41365000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.450876	0.376929	0
chr13_41140000_41145000-chr13_41345000_41350000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.301158	0	0
chr13_41645000_41650000-chr13_41190000_41195000	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.208272	0	0
chr13_41650000_41655000-chr13_41360000_41365000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.450876	0.376929	0
chr13_42185000_42190000-chr13_42010000_42015000	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
chr13_43070000_43075000-chr13_42620000_42625000	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0.0726962	0	0
chr13_45310000_45315000-chr13_45010000_45015000	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0.225038	0.670901	0
chr13_45370000_45375000-chr13_45560000_45565000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.308015	0	0
chr13_45395000_45400000-chr13_45200000_45205000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr13_46390000_46395000-chr13_45955000_45960000	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.161183	0	0
chr13_46405000_46410000-chr13_45955000_45960000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.111111	0	0
chr13_46450000_46455000-chr13_46925000_46930000	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.146603	0	0
chr13_46470000_46475000-chr13_46740000_46745000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.160621	4.34273	0
chr13_46500000_46505000-chr13_46740000_46745000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.160621	4.34273	0
chr13_46590000_46595000-chr13_46120000_46125000	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
chr13_46605000_46610000-chr13_46725000_46730000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4.34273	0
chr13_46695000_46700000-chr13_46740000_46745000	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.227722	4.34273	0
chr13_46905000_46910000-chr13_46120000_46125000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr13_46935000_46940000-chr13_46740000_46745000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.160621	4.34273	0
chr13_47205000_47210000-chr13_46725000_46730000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	4.34273	0
chr13_47535000_47540000-chr13_47060000_47065000	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
chr13_50775000_50780000-chr13_50635000_50640000	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.212328	0	0
chr13_51490000_51495000-chr13_51795000_51800000	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0.050722	0	0
chr13_53365000_53370000-chr13_53025000_53030000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.463542	0	0
chr13_95895000_95900000-chr13_96200000_96205000	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.265	0	0
chr13_96055000_96060000-chr13_96295000_96300000	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.218079	0.000115	0
chr13_96095000_96100000-chr13_96295000_96300000	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.310979	0.000115	0
chr13_96100000_96105000-chr13_96290000_96295000	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.310979	0.000115	0
chr13_97790000_97795000-chr13_97615000_97620000	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0.00571969	0	0
chr13_98070000_98075000-chr13_98535000_98540000	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
chr13_98935000_98940000-chr13_99230000_99235000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.264106	0	0
chr13_99075000_99080000-chr13_99495000_99500000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.199358	0.252553	0
chr13_99140000_99145000-chr13_99735000_99740000	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0.296583	0	0
chr13_99355000_99360000-chr13_99495000_99500000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.199358	0.252553	0
chr14_100350000_100355000-chr14_99975000_99980000	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.217978	0	1
chr14_100350000_100355000-chr14_99985000_99990000	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0.343606	0	1
chr14_100855000_100860000-chr14_101350000_101355000	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.190715	9.2e-05	1
chr14_100855000_100860000-chr14_101360000_101365000	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0.655834	0	1
chr14_100855000_100860000-chr14_101365000_101370000	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0.413389	0	1
chr14_100855000_100860000-chr14_101370000_101375000	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	-0.358328	0	1
chr14_100860000_100865000-chr14_101350000_101355000	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.157471	9.2e-05	1
chr14_100860000_100865000-chr14_101360000_101365000	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0.25727	0	1
chr14_100860000_100865000-chr14_101365000_101370000	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0.195547	0	1
chr14_100860000_100865000-chr14_101370000_101375000	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0.295868	0	1
chr14_101110000_101115000-chr14_100870000_100875000	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0.361295	0	1
chr14_101115000_101120000-chr14_100870000_100875000	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0.370284	0	1
chr14_102440000_102445000-chr14_102780000_102785000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.471658	0.083526	1
chr14_102440000_102445000-chr14_102785000_102790000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0.275359	0.083526	1
chr14_102445000_102450000-chr14_102780000_102785000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.471658	0.083526	1
chr14_102445000_102450000-chr14_102785000_102790000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0.275359	0.083526	1
chr14_102525000_102530000-chr14_102780000_102785000	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0.480378	0.083526	1
chr14_102525000_102530000-chr14_102785000_102790000	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0.568234	0.083526	1
chr14_102775000_102780000-chr14_102430000_102435000	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	0.679571	0.256426	1
chr14_102775000_102780000-chr14_102435000_102440000	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0.487057	0	1
chr14_102775000_102780000-chr14_102530000_102535000	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0.178159	0	1
chr14_103550000_103555000-chr14_104015000_104020000	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.155409	0	1
chr14_103675000_103680000-chr14_103745000_103750000	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	-0.0717901	0	1
chr14_104000000_104005000-chr14_103560000_103565000	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.19211	0.010991	1
chr14_104000000_104005000-chr14_103565000_103570000	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0.218873	0.010991	1
chr14_104000000_104005000-chr14_103570000_103575000	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	-0.0550663	0.010991	1
chr14_104005000_104010000-chr14_103560000_103565000	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.624174	0.010991	1
chr14_104005000_104010000-chr14_103565000_103570000	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0.568937	0.010991	1
chr14_104005000_104010000-chr14_103570000_103575000	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0.420512	0.010991	1
chr14_105110000_105115000-chr14_105175000_105180000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.217381	0	1
chr14_105510000_105515000-chr14_105435000_105440000	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0.163734	0.000639	1
chr14_22855000_22860000-chr14_22780000_22785000	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.912428	0	1
chr14_22855000_22860000-chr14_22785000_22790000	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.912428	0	1
chr14_23950000_23955000-chr14_24025000_24030000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.258977	0	1
chr14_25155000_25160000-chr14_24800000_24805000	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0.482198	0.001123	1
chr14_25155000_25160000-chr14_24805000_24810000	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.257221	0.003985	1
chr14_25160000_25165000-chr14_24800000_24805000	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0.489836	0.001123	1
chr14_25160000_25165000-chr14_24805000_24810000	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.149125	0.003985	1
chr14_25170000_25175000-chr14_24800000_24805000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0.160312	0.001123	1
chr14_25170000_25175000-chr14_24805000_24810000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.003985	1
chr14_25275000_25280000-chr14_25515000_25520000	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	0	1
chr14_25500000_25505000-chr14_25285000_25290000	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.209686	0	1
chr14_25510000_25515000-chr14_25285000_25290000	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	0	1
chr14_35905000_35910000-chr14_36275000_36280000	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0.228041	0	1
chr14_35905000_35910000-chr14_36285000_36290000	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.675356	0	1
chr14_35905000_35910000-chr14_36295000_36300000	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.260722	0	1
chr14_36710000_36715000-chr14_36840000_36845000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.951637	0	1
chr14_37700000_37705000-chr14_38060000_38065000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.226244	0	1
chr14_37700000_37705000-chr14_38065000_38070000	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	-0.487516	0	1
chr14_37715000_37720000-chr14_38060000_38065000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.226244	0	1
chr14_37715000_37720000-chr14_38065000_38070000	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	-0.487516	0	1
chr14_45735000_45740000-chr14_45355000_45360000	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.166655	0	1
chr14_45735000_45740000-chr14_45365000_45370000	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	-0.37846	0	1
chr14_50075000_50080000-chr14_50550000_50555000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.111111	0	1
chr14_50075000_50080000-chr14_50555000_50560000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.111111	0	1
chr14_50570000_50575000-chr14_50085000_50090000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0.0707783	0	1
chr14_50570000_50575000-chr14_50090000_50095000	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0.287895	0	1
chr14_50570000_50575000-chr14_50095000_50100000	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0.312126	0	1
chr14_55020000_55025000-chr14_55240000_55245000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0.334303	0	1
chr14_55160000_55165000-chr14_55030000_55035000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.434822	0.035298	1
chr14_55170000_55175000-chr14_55030000_55035000	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0.20812	0.035298	1
chr14_55265000_55270000-chr14_54860000_54865000	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	-0.0203824	0.998463	1
chr14_55265000_55270000-chr14_54865000_54870000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.20866	0.998463	1
chr14_55270000_55275000-chr14_54860000_54865000	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0.133916	0.998463	1
chr14_55270000_55275000-chr14_54865000_54870000	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0.263727	0.998463	1
chr14_56160000_56165000-chr14_55905000_55910000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0	1
chr14_56160000_56165000-chr14_55920000_55925000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr14_56165000_56170000-chr14_55905000_55910000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0	1
chr14_56165000_56170000-chr14_55920000_55925000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr14_56170000_56175000-chr14_55905000_55910000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.998064	0	1
chr14_56170000_56175000-chr14_55920000_55925000	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166211	0	1
chr14_60430000_60435000-chr14_60630000_60635000	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.269339	0	1
chr14_60530000_60535000-chr14_60630000_60635000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.216667	0	1
chr14_62175000_62180000-chr14_61925000_61930000	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0.213552	0	1
chr14_62175000_62180000-chr14_61940000_61945000	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0	1
chr14_62180000_62185000-chr14_61925000_61930000	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0.213552	0	1
chr14_62180000_62185000-chr14_61940000_61945000	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0	1
chr14_62185000_62190000-chr14_61925000_61930000	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0.273489	0	1
chr14_62185000_62190000-chr14_61940000_61945000	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0.142296	0	1
chr14_64640000_64645000-chr14_64760000_64765000	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0.21104	0	1
chr14_64765000_64770000-chr14_64625000_64630000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.228426	0	1
chr14_64770000_64775000-chr14_64625000_64630000	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0.605389	0	1
chr14_64810000_64815000-chr14_64955000_64960000	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.166655	0	1
chr14_65100000_65105000-chr14_64800000_64805000	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0.0398884	0.004313	1
chr14_65100000_65105000-chr14_64805000_64810000	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	-0.29974	0.004313	1
chr14_65105000_65110000-chr14_64800000_64805000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	-0.325946	0.004313	1
chr14_65105000_65110000-chr14_64805000_64810000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.308407	0.004313	1
chr14_65110000_65115000-chr14_64800000_64805000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	-0.325946	0.004313	1
chr14_65110000_65115000-chr14_64805000_64810000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.308407	0.004313	1
chr14_65115000_65120000-chr14_64800000_64805000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	-0.325946	0.004313	1
chr14_65115000_65120000-chr14_64805000_64810000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.308407	0.004313	1
chr14_65120000_65125000-chr14_64800000_64805000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	-0.325946	0.004313	1
chr14_65120000_65125000-chr14_64805000_64810000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.308407	0.004313	1
chr14_65355000_65360000-chr14_65285000_65290000	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0.21031	0	1
chr14_66070000_66075000-chr14_65875000_65880000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0.419658	0	1
chr14_67885000_67890000-chr14_68140000_68145000	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0.400719	0.819823	1
chr14_67890000_67895000-chr14_68140000_68145000	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0.131233	0.819823	1
chr14_67895000_67900000-chr14_68140000_68145000	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	-0.0384472	0.819823	1
chr14_68130000_68135000-chr14_67875000_67880000	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0.338919	0	1
chr14_68130000_68135000-chr14_68085000_68090000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.2083	0	1
chr14_68145000_68150000-chr14_67875000_67880000	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0.575677	0	1
chr14_69370000_69375000-chr14_69580000_69585000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.256473	1
chr14_69375000_69380000-chr14_69580000_69585000	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.216307	0.256473	1
chr14_70050000_70055000-chr14_70190000_70195000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0.357276	0	1
chr14_70480000_70485000-chr14_70025000_70030000	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.134172	0	1
chr14_70480000_70485000-chr14_70035000_70040000	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.134172	0	1
chr14_70485000_70490000-chr14_70025000_70030000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr14_70485000_70490000-chr14_70035000_70040000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr14_70490000_70495000-chr14_70025000_70030000	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.277428	0	1
chr14_70490000_70495000-chr14_70035000_70040000	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.277428	0	1
chr14_70495000_70500000-chr14_70025000_70030000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr14_70495000_70500000-chr14_70035000_70040000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr14_72990000_72995000-chr14_73925000_73930000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.312908	0	1
chr14_72990000_72995000-chr14_73930000_73935000	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0.160294	0	1
chr14_72995000_73000000-chr14_73925000_73930000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.312908	0	1
chr14_72995000_73000000-chr14_73930000_73935000	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0.160294	0	1
chr14_73935000_73940000-chr14_72975000_72980000	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	0	1
chr14_73935000_73940000-chr14_73760000_73765000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.675356	0	1
chr14_74820000_74825000-chr14_74945000_74950000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0	1
chr14_74825000_74830000-chr14_74945000_74950000	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.715681	0	1
chr14_75250000_75255000-chr14_75075000_75080000	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	-0.369441	0	1
chr14_75395000_75400000-chr14_75755000_75760000	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.724945	0	1
chr14_75395000_75400000-chr14_75760000_75765000	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0.352643	0	1
chr14_75540000_75545000-chr14_75385000_75390000	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0.60796	0.041839	1
chr14_75750000_75755000-chr14_75375000_75380000	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.442365	0.041839	1
chr14_75750000_75755000-chr14_75385000_75390000	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0.452712	0.041839	1
chr14_75750000_75755000-chr14_75390000_75395000	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.535601	0.041839	1
chr14_75765000_75770000-chr14_75375000_75380000	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0295494	0.041839	1
chr14_75765000_75770000-chr14_75385000_75390000	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0.156136	0.041839	1
chr14_75765000_75770000-chr14_75390000_75395000	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.142474	0.041839	1
chr14_75765000_75770000-chr14_75590000_75595000	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0.105626	0.400912	1
chr14_75770000_75775000-chr14_75375000_75380000	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0.195749	0.041839	1
chr14_75770000_75775000-chr14_75385000_75390000	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0.295139	0.041839	1
chr14_75770000_75775000-chr14_75390000_75395000	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0.272072	0.041839	1
chr14_76110000_76115000-chr14_76040000_76045000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0.286554	0	1
chr14_76110000_76115000-chr14_76045000_76050000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.398602	0	1
chr14_76115000_76120000-chr14_76040000_76045000	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0.286554	0	1
chr14_76115000_76120000-chr14_76045000_76050000	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.26502	0	1
chr14_77105000_77110000-chr14_76520000_76525000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0.080797	1
